,Brand,Model,Body,Transmission,Year,Fule,Engine_CC,Kilometers_Driven,Color,City,Price
287,Nissan,Sunny,Sedan,Automatic,2023,Gas,1500,900,Gray,Nasr city,450000
288,Changan,Alsvin,Sedan,Automatic,2022,Gas,1600,43000,Silver,El Haram,330000
289,Chevrolet,Cruze,Sedan,Automatic,2016,Gas,1600,130000,Brown,Damietta,275000
290,Mercedes,CLA 180,Sedan,Automatic,2019,Gas,1600,40000,Light grey,6 October,1200000
291,Geely,Emgrand 7,Sedan,Manual,2017,Gas,1600,112000,Silver,Cairo,170000
292,Honda,Civic,Sedan,Manual,1993,Gas,1500,16400,Red,Cairo,110000
293,Hyundai,Accent,Sedan,Automatic,2010,Gas,1500,160000,Silver,Giza,190000
294,Nissan,Qashqai,SUV,Automatic,2020,Gas,1600,30000,Dark red,Heliopolis,770000
295,Chevrolet,Captiva,SUV,Automatic,2012,Gas,3200,245000,Black,Port Said,350000
296,Jeep,Cherokee,4X4,Automatic,2009,Gas,3600,260000,Black,Giza,380000
297,Fiat,Shahin,Sedan,Manual,1998,Natural Gas,1400,120000,White,Cairo,35000
298,MG,5,Sedan,Automatic,2022,Gas,1600,12000,Red,Nasr city,550000
300,Toyota,Corolla,Sedan,Automatic,2004,Gas,1500,265000,Dark red,6 October,235000
301,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,176000,Black,Cairo,400000
302,Opel,Corsa,Hatchback,Automatic,2013,Gas,1400,124000,White,Tagamo3 - New Cairo,270000
303,Hyundai,Verna,Sedan,Manual,2008,Gas,1600,200000,Black,Giza,125000
304,Byd,F3,Sedan,Manual,2018,Gas,1500,185000,Red,Cairo,195000
305,Skoda,Fantasia,Sedan,Automatic,2021,Gas,1600,20000,Red,Cairo,930000
306,MG,5,Sedan,Automatic,2020,Gas,1600,127000,Black,Mohandessin,420000
307,Seat,Toledo,Sedan,Manual,1996,Gas,1600,200000,Dark red,El Haram,65000
308,BMW,X4,SUV,Automatic,2017,Gas,3000,77000,Gray,Mokattam,1950000
309,Peugeot,3008,SUV,Automatic,2019,Gas,1600,290000,Black,Damanhur,704000
310,MG,HS,SUV,Automatic,2021,Gas,1500,45000,Blue,6 October,690000
311,BMW,320,Sedan,Automatic,2020,Gas,2000,110000,White,Marsa Matrouh,1200000
312,Volkswagen,Beetle,Hatchback,Manual,1971,Gas,1200,200000,Beige,Al Shorouk,24000
313,Hyundai,Accent RB,Sedan,Automatic,2021,Gas,1600,30000,Silver,Heliopolis,440000
314,Kia,Pride,Sedan,Manual,1997,Gas,1100,200000,Dark green,Cairo,45000
315,Hyundai,Elantra HD,Sedan,Automatic,2021,Gas,1600,31000,Bronze,Suez,460000
316,Kia,Rio,Sedan,Automatic,2013,Gas,1400,156000,Blue,El Haram,280000
317,Peugeot,504,Sedan,Manual,1981,Gas,1300,100000,White,Alexandria,37000
318,Fiat,132,Sedan,Manual,1973,Gas,1300,200000,Silver,Alexandria,17000
319,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,170000,Silver,Cairo,307000
320,Hyundai,Verna,Sedan,Manual,2007,Gas,1600,159000,Black,Maadi,165000
321,Dodge,Durango,4X4,Automatic,2009,Gas,1600,185000,Black,Cairo,420000
322,Skoda,Octavia A4,Sedan,Manual,1998,Gas,1600,140000,Black,Tagamo3 - New Cairo,145000
323,Fiat,Tipo,Sedan,Automatic,2020,Gas,1600,50000,Red,El Haram,470000
324,Toyota,Rav 4,SUV,Automatic,2001,Gas,2000,175000,Black,Ismailia,300000
325,Hyundai,I30,Hatchback,Automatic,2017,Gas,1400,111500,White,6 October,420000
326,Mercedes,GLE,Sedan,Automatic,2018,Gas,1600,100000,Silver,6 October,1200000
327,Fiat,Tipo,Sedan,Automatic,2022,Gas,1600,80000,Dark blue,Warraq,420000
328,MG,5,Sedan,Automatic,2021,Gas,1600,35000,White,Maadi,495000
329,Renault,Fluence,Sedan,Automatic,2013,Gas,1600,185000,Silver,Tagamo3 - New Cairo,275000
330,Renault,Kadjar,SUV,Automatic,2021,Gas,1200,34000,White,Sheikh Zayed City,850000
331,Renault,Logan,Sedan,Automatic,2017,Gas,1600,230000,Black,6 October,260000
332,Brilliance,Galena,Sedan,Automatic,2006,Gas,2000,189000,Blue,Zagazig,120000
333,Hyundai,I10,Hatchback,Automatic,2011,Gas,1100,180000,Red,Suez,200000
334,Nissan,Tiida,Hatchback,Automatic,2009,Gas,1600,14000,Black,Giza,250000
335,Daewoo,Nubira 2,Sedan,Manual,2002,Gas,1600,167000,Black,El Marg,98000
336,Fiat,127,Hatchback,Manual,1984,Gas,1600,30000,Red,Cairo,15000
337,Chery,Arrizo 5,Sedan,Automatic,2022,Gas,1500,122000,White,Qena,320000
338,Faw,R7,4X4,Automatic,2018,Gas,1600,69000,White,Shibin el Kom,675000
339,Renault,Duster,SUV,Manual,2016,Gas,1600,105000,White,Sadat City,290000
340,Nissan,Tiida,Hatchback,Automatic,2008,Gas,1600,100000,Red,Aswan,270000
341,Daewoo,Nubira 2,Sedan,Automatic,2002,Gas,1600,200000,Black,Tanta,120000
342,Suzuki,Baleno,Hatchback,Automatic,2021,Gas,1400,25000,Gray,Nasr city,490000
343,Nissan,Sunny,Sedan,Automatic,2023,Gas,1500,21850,Gold,Cairo,410000
344,Kia,Cerato,Sedan,Automatic,2017,Gas,1600,49000,Mocha,Ismailia,510000
345,Chevrolet,Captiva,SUV,Automatic,2021,Gas,1500,40000,Silver,Tagamo3 - New Cairo,750000
346,Peugeot,508,Sedan,Automatic,2020,Gas,1600,100000,White,Alexandria,980000
347,Hyundai,Tucson,SUV,Automatic,2018,Gas,1600,97000,White,Tagamo3 - New Cairo,730000
348,Fiat,Shahin,Sedan,Manual,2008,Gas,1400,30000,Black,Giza,100000
349,Speranza,A516,Sedan,Manual,2012,Natural Gas,1600,30000,Gold,El Salam City,140000
350,Jeep,Grand Cherokee,4X4,Automatic,2018,Gas,5700,137000,Beige,Tagamo3 - New Cairo,1500000
351,Citroën,C4,Sedan,Automatic,2009,Gas,1600,196000,Black,El Haram,245000
352,Chery,Tiggo 7,SUV,Automatic,2022,Gas,1500,44000,White,Damanhur,520000
353,Mercedes,E 200,Sedan,Automatic,2004,Gas,1800,250000,Black,Cairo,450000
354,Nissan,Qashqai,SUV,Automatic,2017,Gas,1600,145000,Light grey,6 October,470000
356,Proton,Gen 2,Sedan,Automatic,2011,Gas,1600,19000,Silver,Giza,155000
357,MG,ZS,Sedan,Automatic,2021,Gas,1600,80000,Black,Cairo,350000
358,BMW,320,Sedan,Automatic,2016,Gas,2000,87000,Brown,Sheraton,1000000
359,Renault,Logan,Sedan,Manual,2017,Gas,1600,186000,Light grey,Tagamo3 - New Cairo,205000
360,Fiat,128,Hatchback,Manual,1998,Gas,1300,200000,White,Giza,33000
361,Opel,Astra,Sedan,Automatic,2008,Gas,1600,240000,Light grey,Kafr Shukr,195000
362,Peugeot,301,Sedan,Automatic,2021,Gas,1600,101000,Gray,Obour City,335000
363,BMW,X3,SUV,Automatic,2007,Gas,3000,297000,Silver,Tagamo3 - New Cairo,350000
364,Mini,Mini Cooper S,Hatchback,Automatic,2008,Gas,1600,170000,Black,Cairo,270000
365,Chevrolet,Aveo,Sedan,Automatic,2009,Gas,1500,145000,Red,Helwan,198000
366,BMW,520,Sedan,Manual,1975,Gas,1800,155000,Red,Heliopolis,27500
367,Mercedes,C 180,Sedan,Automatic,2019,Gas,1600,34000,Black,6 October,1400000
368,Toyota,Auris,Hatchback,Automatic,2017,Gas,1600,57000,Red,10th of Ramadan,400000
369,Opel,Grandland,SUV,Automatic,2020,Gas,1600,121000,Light grey,Alexandria,865000
370,Toyota,Corolla,Sedan,Automatic,2015,Gas,1600,260000,Silver,Ismailia,600000
371,Speranza,M11,Sedan,Manual,2012,Gas,1600,120000,Gray,Cairo,120000
372,Peugeot,504,Sedan,Manual,1975,Gas,2000,200000,Cyan,Monufia,45000
373,Fiat,Tipo,Sedan,Automatic,2022,Gas,1600,16000,Dark blue,Mokattam,600000
374,Mini,Cooper,Hatchback,Automatic,2015,Gas,1600,160000,Blue,Giza,630000
375,Renault,Duster,SUV,Manual,2012,Gas,1600,132000,Silver,Aswan,210000
376,MG,6,Sedan,Automatic,2022,Gas,1500,2590,Black,6 October,630000
377,Renault,Logan,Sedan,Automatic,2016,Gas,1600,106000,Dark blue,El Mahalla,300000
378,Chevrolet,Aveo,Sedan,Automatic,2014,Gas,1400,255000,Red,Madinaty,210000
379,Lada,Granta,Sedan,Automatic,2017,Gas,1600,36000,Black,Alexandria,190000
380,Mitsubishi,Lancer Puma,Sedan,Manual,1998,Gas,1600,300000,Blue,Tagamo3 - New Cairo,110000
381,Nissan,Sunny,Sedan,Automatic,2014,Gas,1500,137000,Black,El Haram,230000
382,Volkswagen,Passat,Sedan,Automatic,2011,Gas,2000,260000,Black,Cairo,400000
383,BMW,X1,SUV,Automatic,2018,Gas,2000,140000,Dark blue,Cairo,900000
384,Hyundai,Sonata,Sedan,Automatic,2001,Gas,2000,300000,Gray,Nasr city,120000
385,Suzuki,Maruti,Hatchback,Manual,1980,Gas,800,100000,Cyan,Suez,18000
386,BMW,316,Sedan,Automatic,2012,Gas,1600,130000,Black,Cairo,400000
387,Hyundai,Accent,Hatchback,Manual,2010,Gas,1600,200000,Black,Cairo,170000
388,Hyundai,Matrix,Hatchback,Manual,2006,Gas,1600,115000,Black,Heliopolis,185000
389,Subaru,Impreza,Sedan,Automatic,2011,Gas,1500,220000,Black,6 October,235000
390,Renault,Logan,Sedan,Manual,2015,Gas,1600,240000,Gold,Aswan,165000
391,MG,6,Sedan,Automatic,2020,Gas,1600,89000,Red,10th of Ramadan,520000
392,Nissan,Sunny,Sedan,Automatic,2019,Gas,1600,39000,Gray,Beni Suef,370000
393,Chevrolet,Aveo,Sedan,Automatic,2013,Gas,1600,200000,Gray,Suez,185000
394,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,42000,Silver,Giza,295000
395,Opel,Astra,Sedan,Automatic,2013,Gas,1600,170000,Black,Tagamo3 - New Cairo,430000
396,Brilliance,FSV,Sedan,Automatic,2013,Gas,1500,113000,Red,Mokattam,185000
397,Chevrolet,Aveo,Sedan,Automatic,2015,Gas,1500,171000,Light grey,Alexandria,175000
398,Nissan,Sunny,Sedan,Automatic,2015,Gas,1600,115000,Gray,El Haram,330000
399,Hyundai,Avante,Sedan,Automatic,2006,Gas,2600,35000,Black,Cairo,220000
400,Opel,Corsa,Hatchback,Manual,2005,Gas,1600,210000,Gray,6 October,125000
401,Ford,EcoSport,SUV,Automatic,2021,Gas,1000,7000,Blue,Giza,520000
402,Kia,Rio,Sedan,Automatic,2006,Gas,1400,122000,Silver,Dakahlia,170000
403,Nissan,Qashqai,SUV,Automatic,2022,Gas,1300,11000,Dark red,Nasr city,820000
404,Daewoo,Nubira 1,Sedan,Automatic,1997,Gas,1600,200000,Gold,Kafr El Zayat,120000
405,Fiat,Tipo,Sedan,Automatic,2020,Gas,1600,12500,White,Kafr el-Sheikh,500000
406,Byd,F3,Sedan,Manual,2019,Diesel,1500,120000,Silver,Cairo,210000
407,Toyota,Corolla,Sedan,Automatic,2019,Gas,1600,57000,Silver,Tanta,680000
408,Renault,Sandero Step Way,Hatchback,Automatic,2020,Gas,1600,76000,Silver,10th of Ramadan,435000
409,Volkswagen,Polo,Hatchback,Manual,2001,Gas,1400,195000,Silver,Tagamo3 - New Cairo,130000
410,Daewoo,Nubira 2,Sedan,Automatic,2007,Gas,1600,170000,Black,Khanka,135000
411,Renault,Megane,Sedan,Automatic,2006,Gas,1600,185000,Gray,El Haram,155000
412,Kia,Pride,Sedan,Manual,1997,Gas,1100,160000,Dark green,Alexandria,45000
413,Hyundai,Tucson Turbo GDI,SUV,Automatic,2020,Gas,1600,42000,Gray,Sheikh Zayed City,850000
414,Peugeot,301,Sedan,Automatic,2020,Gas,1600,100000,Silver,Hurghada,320000
415,Fiat,500 X,Sedan,Automatic,2020,Gas,1400,70000,Light grey,Nasr city,600000
416,Peugeot,301,Sedan,Automatic,2022,Gas,1600,13000,Silver,Giza,390000
417,Daihatsu,Terios,SUV,Automatic,1999,Gas,1300,200000,Green,Mohandessin,170000
418,Skoda,Fantasia,Sedan,Automatic,2013,Gas,1400,210000,Silver,Maadi,375000
419,Mercedes,GLK 250,SUV,Automatic,2014,Gas,2000,116000,Black,Nasr city,1050000
420,Hyundai,Tucson,SUV,Automatic,2017,Gas,1600,97000,Black,Abu Hummus,750000
421,Jeep,Renegade,SUV,Automatic,2017,Gas,1400,50000,Silver,Tanta,750000
422,Opel,Corsa,Hatchback,Manual,1994,Gas,1600,200000,Dark blue,Mokattam,65000
423,Kia,Grand Cerato,Sedan,Automatic,2022,Gas,1600,18000,Petroleum,Dikirnis,630000
424,Opel,Corsa,Hatchback,Manual,2004,Gas,1600,200000,Silver,Cairo,135000
425,Opel,Vectra,Sedan,Automatic,2003,Gas,1600,414000,Gold,Nasr city,140000
426,Ford,Kuga,SUV,Automatic,2015,Gas,1500,112000,Dark red,Heliopolis,575000
427,Nissan,Sunny,Sedan,Manual,2021,Gas,1500,65000,Silver,El Haram,335000
428,Skoda,Octavia A4,Sedan,Automatic,2006,Gas,1600,237000,Silver,Cairo,250000
429,Hyundai,Elantra,Sedan,Automatic,2010,Gas,1600,185000,Dark red,Giza,318000
430,Opel,Corsa,Hatchback,Manual,1994,Gas,1400,230000,Green,Mansoura,86000
431,Daewoo,Lacetti,Hatchback,Automatic,2005,Gas,1600,143000,Silver,Zagazig,210000
432,Seat,Arona,Hatchback,Automatic,2022,Gas,1000,12000,Silver,Tagamo3 - New Cairo,720000
433,Fiat,Punto,Hatchback,Manual,1994,Gas,1300,100000,Dark green,Alexandria,59000
434,MG,5,Sedan,Automatic,2022,Gas,1600,94000,Dark blue,El Haram,450000
435,Speranza,A113,Hatchback,Manual,2012,Gas,1600,110000,Light grey,Nasr city,122000
436,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,67000,Black,Shobra,275000
437,Ford,Focus,Sedan,Automatic,2014,Gas,1600,162000,Petroleum,Shobra,305000
438,Hyundai,Tucson,SUV,Automatic,2018,Gas,1600,75000,Light grey,Tanta,730000
439,Byd,F3,Sedan,Manual,2019,Gas,1500,110000,Gray,6 October,280000
440,Renault,Kadjar,SUV,Automatic,2018,Gas,1200,63000,Red,Alexandria,800000
441,Mitsubishi,Lancer Puma,Sedan,Manual,2008,Gas,1600,270000,Silver,Beni Suef,250000
442,Speranza,Tiggo,SUV,Automatic,2010,Gas,2000,152000,Gray,Imbaba,187000
443,Jeep,Cherokee,4X4,Automatic,2013,Gas,3700,211000,Black,Helwan,570000
444,Renault,Logan,Sedan,Manual,2010,Gas,1600,225000,Light grey,6 October,120000
445,Toyota,Corolla,Sedan,Automatic,2008,Gas,1600,270000,Silver,El Haram,290000
446,MG,5,Sedan,Automatic,2022,Gas,1500,30000,Red,Suez,490000
447,Chevrolet,Captiva,SUV,Automatic,2010,Gas,3200,245000,Gray,Cairo,275000
448,Nissan,Juke,SUV,Automatic,2016,Gas,1600,55000,White,Madinaty,450000
449,Skoda,Octavia A7,Sedan,Automatic,2015,Gas,1600,130000,Black,El Mahalla,440000
450,Kia,Sportage,SUV,Automatic,2017,Gas,1600,107000,Light grey,Cairo,535000
451,Kia,Rio,Sedan,Automatic,2011,Gas,1500,240000,White,Touhk,250000
452,Audi,A3,Hatchback,Automatic,2017,Gas,1400,84000,Black,Tagamo3 - New Cairo,750000
453,Kia,Rio,Sedan,Automatic,2019,Gas,1600,66000,Black,Sheikh Zayed City,490000
454,Chrysler,Voyager,MiniVans,Automatic,2005,Gas,3700,220000,Dark green,Nasr city,210000
455,Chevrolet,Captiva,SUV,Automatic,2011,Gas,3200,161000,Black,Cairo,335000
456,Nissan,Pick up,Pick up,Manual,2015,Gas,2700,150000,White,Sohag,190000
457,Renault,Sandero Step Way,Hatchback,Automatic,2019,Gas,1600,75000,Blue,Damietta,380000
458,Mercedes,CLA 200,Sedan,Automatic,2021,Gas,1600,29800,White,Tagamo3 - New Cairo,1700000
459,Chevrolet,N300,Van,Manual,2023,Gas,1200,34,Red,El Manial,300000
460,Volkswagen,Pointer,Hatchback,Manual,2006,Gas,1300,100000,Light grey,Damanhur,100000
461,Renault,Fluence,Sedan,Automatic,2013,Gas,1600,220000,Gray,Maadi,230000
462,Byd,F3,Sedan,Automatic,2016,Gas,1600,170000,Gray,Cairo,220000
463,Toyota,Corolla,Sedan,Automatic,2021,Gas,1600,36000,Red,Sheikh Zayed City,617000
464,Hyundai,Accent RB,Sedan,Automatic,2013,Gas,1300,200000,Gray,Heliopolis,250000
465,Fiat,128,Sedan,Manual,1976,Gas,1200,110000,Blue,Obour City,17000
466,Nissan,Sunny,Sedan,Automatic,2009,Gas,1600,189000,Silver,Cairo,195000
467,Hyundai,Accent,Sedan,Manual,2009,Gas,1600,260000,Dark red,Maadi,185000
468,Seat,Toledo,Sedan,Automatic,2000,Gas,1600,190000,Black,Mohandessin,165000
469,Chevrolet,T-Series,Pick up,Manual,2021,Gas,2000,0,White,Cairo,465000
470,Fiat,Tipo,Sedan,Manual,1989,Gas,1400,199000,White,Ismailia,38000
471,BMW,X5,4X4,Automatic,2018,Gas,4400,70000,Silver,Nasr city,2000000
472,Mercedes,C 200,Sedan,Automatic,2019,Gas,1600,56000,Black,Heliopolis,1540000
473,Skoda,Kodiaq,4X4,Automatic,2021,Gas,1600,35000,Gray,Zagazig,1250000
474,Mitsubishi,Lancer Puma,Sedan,Automatic,2008,Gas,1600,179000,Black,Beni Suef,195000
475,Baic,X3,SUV,Automatic,2022,Gas,1500,30000,Purple,6 October,450000
476,Mercedes,E 240,Sedan,Automatic,1999,Gas,1600,350000,Silver,Beheira,310000
477,Chevrolet,Captiva,SUV,Automatic,2011,Gas,3200,295000,Black,Cairo,350000
478,Renault,Megane,Sedan,Automatic,2005,Gas,1600,191000,Gray,Dokki,135000
479,Toyota,Corolla,Sedan,Automatic,2020,Gas,1600,29000,Black,Nasr city,630000
480,Opel,Corsa,Hatchback,Manual,2003,Gas,1600,200000,Gray,6 October,110000
481,Chevrolet,T-Series,Pick up,Manual,2014,Diesel,2800,3000,White,Giza,300000
482,Mercedes,E 200 AMG,Sedan,Automatic,2021,Gas,2000,39000,Black,Sheikh Zayed City,2600000
483,Opel,Astra,Sedan,Automatic,2014,Gas,1600,181000,Black,Heliopolis,320000
484,Chevrolet,Aveo,Sedan,Automatic,2017,Gas,1500,195000,Blue,Heliopolis,225000
485,Hyundai,Creta,SUV,Automatic,2016,Gas,1600,128000,Black,Minya Al Qamh,520000
486,Peugeot,405,Sedan,Manual,1995,Gas,1600,230000,Gray,Helwan,75000
487,Karry,Q22,MiniVans,Manual,2015,Gas,1000,230000,Gray,Giza,115000
488,Toyota,Corolla,Sedan,Automatic,2020,Gas,1600,60000,White,6 October,820000
489,Kia,Ceed,Hatchback,Automatic,2017,Gas,1600,130000,Silver,Tagamo3 - New Cairo,420000
490,Renault,Megane,Sedan,Automatic,2021,Gas,1600,70000,Dark blue,Tagamo3 - New Cairo,550000
491,Peugeot,504,Sedan,Manual,1979,Gas,2000,200000,Silver,Edku,43000
492,Suzuki,Van,Van,Manual,2016,Gas,1000,130000,White,Beheira,140000
493,BMW,523,Sedan,Automatic,2008,Gas,2500,295000,Black,Sheikh Zayed City,430000
494,Daewoo,Espero,Sedan,Manual,1994,Gas,1500,166000,Green,Nasr city,65000
495,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2015,Gas,1600,130000,White,Sharqia,320000
496,Kia,Cerato,Sedan,Automatic,2011,Gas,1600,136000,Mocha,Cairo,300000
497,BMW,118,Hatchback,Automatic,2019,Gas,1500,62000,Red,Dokki,725000
498,BMW,316,Sedan,Automatic,1992,Gas,1600,250000,Red,Alexandria,155000
499,Volkswagen,Tiguan,SUV,Automatic,2021,Gas,1400,40000,Blue,Al Shorouk,1450000
500,Peugeot,301,Sedan,Automatic,2020,Gas,1600,42000,Gray,Alexandria,385000
501,Hyundai,Accent,Sedan,Manual,2006,Gas,1300,200000,Gold,Mohandessin,110000
502,Peugeot,308,Hatchback,Automatic,2011,Gas,1600,200000,Black,Mohandessin,200000
503,Citroën,C Elysee,Sedan,Automatic,2021,Gas,1600,50000,Gray,Heliopolis,385000
504,Skoda,Octavia A4,Sedan,Automatic,2006,Gas,1600,280000,Black,Dyarb Negm,250000
505,Skoda,Rapid,Sedan,Automatic,2015,Gas,1600,97000,Silver,Damietta,345000
506,Daihatsu,Terios,SUV,Automatic,2013,Gas,1500,138000,Black,Nasr city,330000
507,BMW,X5,4X4,Automatic,2020,Gas,3000,13000,Black,6 October,2900000
508,Volvo,XC 40,SUV,Automatic,2022,Gas,2000,500,Gray,Alexandria,1700000
509,Kia,Rio,Sedan,Automatic,2013,Gas,1400,183000,Black,Shobra,290000
510,Opel,Grandland,SUV,Automatic,2018,Gas,1600,150000,Red,Tagamo3 - New Cairo,700000
511,Nissan,Sunny,Sedan,Automatic,2022,Gas,1500,48,Black,Tagamo3 - New Cairo,350000
512,Opel,Vectra,Sedan,Automatic,1997,Gas,2000,250000,Black,Cairo,115000
513,Mitsubishi,Lancer Puma,Sedan,Automatic,2008,Gas,1600,227000,Dark blue,Sohag,195000
514,Renault,Megane,Sedan,Automatic,2021,Gas,1600,75000,Gray,Cairo,550000
515,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,130000,Silver,Shobra,345000
516,Hyundai,Accent,Sedan,Manual,2009,Gas,1599,260000,Red,Cairo,185000
517,Nissan,Sunny,Sedan,Automatic,2022,Gas,1600,41000,Gold,Nasr city,330000
518,Mercedes,GLC 300,Sedan,Automatic,2019,Gas,2000,60000,Blue,Cairo,2300000
519,BMW,318,Sedan,Automatic,2018,Gas,1500,140000,Dark blue,6 October,780000
520,Hyundai,Tucson,SUV,Automatic,2017,Gas,1600,90000,Gray,Kafr el-Sheikh,730000
521,Hyundai,Elantra HD,Sedan,Automatic,2011,Gas,1600,260000,Eggplant,Dokki,189000
522,Daihatsu,SIRION,Hatchback,Automatic,2008,Gas,1300,167000,Purple,Al Shorouk,235000
523,Opel,Astra,Sedan,Automatic,2015,Gas,1600,150000,Dark blue,Maadi,350000
524,Kia,Carens,MiniVans,Automatic,2014,Gas,1600,126000,Gold,Faiyum,445000
525,Peugeot,301,Sedan,Automatic,2021,Gas,1600,40000,Silver,Nasr city,440000
526,Daewoo,Lanos,Sedan,Manual,2008,Gas,1500,165000,Silver,Shobra,140000
527,Chevrolet,T-Series,Pick up,Manual,2021,Diesel,2800,4000,White,Helwan,465000
528,Mercedes,C 250,Sedan,Automatic,2012,Gas,1800,107000,Dark green,Heliopolis,820000
529,Skoda,Octavia A4,Sedan,Automatic,1999,Gas,1600,180000,Dark green,Hurghada,145000
530,MG,5,Sedan,Automatic,2020,Gas,1500,53000,Black,El Haram,370000
531,Mahindra,Scorpio,4X4,Manual,2009,Gas,2000,165000,Black,Mohandessin,150000
532,MG,ZS,Sedan,Automatic,2022,Gas,1500,20000,Black,Tagamo3 - New Cairo,540000
533,Hyundai,Matrix,Hatchback,Manual,2007,Gas,1500,150000,Dark red,Maadi,220000
534,Daewoo,Nubira 2,Sedan,Manual,1999,Gas,1600,243000,Silver,Banha,95000
535,Speranza,Tiggo,SUV,Automatic,2017,Gas,1600,100000,Black,Giza,300000
536,Nissan,Sunny,Sedan,Automatic,2018,Gas,1500,90000,Silver,Mohandessin,260000
537,Peugeot,508,Sedan,Automatic,2021,Gas,1600,70000,White,Heliopolis,945000
538,Honda,HRV,4X4,Automatic,2005,Gas,1600,136000,Silver,Hurghada,249000
539,Suzuki,Maruti,Hatchback,Manual,2008,Gas,800,12800,Red,Alexandria,65000
540,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,120000,White,Mansoura,360000
541,Volkswagen,Passat,Sedan,Automatic,1997,Gas,1600,200000,Silver,Mokattam,135000
542,MG,5,Sedan,Automatic,2021,Gas,1500,47500,Blue,Giza,440000
543,Fiat,Tipo,Sedan,Manual,2020,Gas,1400,71000,Red,Shobra,295000
544,Peugeot,307,Hatchback,Automatic,2007,Gas,1600,142000,Black,Cairo,215000
545,Toyota,Cressida,Sedan,Manual,1978,Gas,1800,500000,White,Alexandria,30000
546,DFSK,EAGLE 580,SUV,Automatic,2019,Gas,1500,130000,Silver,Obour City,270000
547,Chevrolet,Optra,Sedan,Automatic,2019,Gas,1500,160000,Dark blue,Cairo,300000
548,Chevrolet,Optra,Sedan,Automatic,2016,Gas,1500,100000,Silver,Beni Suef,270000
549,Chevrolet,Cruze,Sedan,Automatic,2010,Natural Gas,2000,30000,Silver,Cairo,215000
550,Mercedes,C 180,Sedan,Automatic,2021,Gas,1500,15000,White,Cairo,2000000
551,Hyundai,Accent RB,Sedan,Automatic,2016,Gas,1600,250000,Silver,Sheikh Zayed City,335000
552,Peugeot,301,Sedan,Automatic,2014,Gas,1600,132000,Mocha,Qalyub,260000
553,Skoda,Octavia A4,Sedan,Manual,1998,Gas,1600,185000,Silver,Giza,135000
554,Hyundai,Excel,Sedan,Manual,1995,Gas,1500,100000,Green,Mansoura,73000
555,Renault,Lodgy,MiniVans,Automatic,2017,Gas,1600,80000,Silver,Cairo,350000
556,Daewoo,Nubira 2,Sedan,Manual,1999,Gas,1600,140000,Gold,Giza,90000
557,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2015,Gas,1600,82000,Red,Heliopolis,340000
558,Chevrolet,Optra,Sedan,Automatic,2023,Gas,1500,32,Dark blue,Cairo,450000
559,Chery,Arrizo 5,Sedan,Automatic,2022,Gas,1500,21552,Blue,Cairo,395000
560,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,124747,Silver,Cairo,400000
561,Opel,Grandland,SUV,Automatic,2022,Gas,1600,28000,Gray,Nasr city,1000000
562,Jac,J7,Sedan,Automatic,2022,Gas,1500,19500,Blue,Cairo,540000
563,MG,5,Sedan,Automatic,2021,Gas,1600,52000,Gold,Heliopolis,450000
564,BMW,X1,SUV,Automatic,2014,Gas,2000,93000,White,El Haram,620000
565,Audi,A3,Hatchback,Automatic,2019,Gas,1400,100000,Silver,Alexandria,800000
566,Nissan,Sunny,Sedan,Automatic,2016,Gas,1500,90000,Gray,Nasr city,310000
567,Chery,Envy,Sedan,Manual,2017,Gas,1500,170000,Silver,Cairo,190000
568,Renault,Sandero,Hatchback,Automatic,2019,Gas,1600,25000,Mocha,Alexandria,370000
569,Byd,F3,Sedan,Manual,2017,Gas,1500,153000,Light grey,Nasr city,205000
570,Nissan,Sunny,Sedan,Automatic,2019,Gas,1500,45000,Red,Nasr city,335000
571,Speranza,A113,Hatchback,Manual,2008,Gas,1300,140000,Petroleum,El Haram,90000
572,Ssang Yong,Tivoli XLV,SUV,Automatic,2020,Gas,1600,21000,White,10th of Ramadan,585000
573,Renault,Rainbow,Sedan,Manual,1997,Gas,1300,230000,Dark red,El Manial,65000
574,Kia,Cerato,Sedan,Automatic,2010,Gas,1600,209000,Black,El Haram,310000
575,Nissan,Sunny,Sedan,Automatic,2020,Gas,1600,95000,Gray,El Haram,312000
576,Subaru,XV,SUV,Automatic,2013,Gas,1600,22000,Black,6 October,450000
577,Mazda,Mazda 3,Sedan,Automatic,2010,Gas,1600,130000,Gray,Obour City,290000
578,Kia,Soul,Hatchback,Automatic,2016,Gas,1600,76000,Gray,El Mahalla,580000
579,Skoda,Kodiaq,4X4,Automatic,2022,Gas,1600,0,White,Port Said,1575000
580,Hyundai,Elantra MD,Sedan,Automatic,2015,Gas,1600,130000,Blue,Sharqia,420000
581,Renault,Logan,Sedan,Automatic,2014,Gas,1600,123000,Silver,Cairo,230000
